CustomerID,FirstName,Gender,City,Frequency,Item,Spend
796,Joe,Male,Philadelphia,Monthly,Ice Cream,99.24
798,Ernest,Male,New York,Yearly,Ice Cream,96.74
804,Jeffrey,Male,Philadelphia,Monthly,Donut,70.09
808,Walter,Male,Philadelphia,Yearly,Sushi,33.8
809,Howard,Male,New York,Yearly,Ice Cream,48.05
817,Anthony,Male,New York,Monthly,Ice Cream,59.69
819,Craig,Male,Philadelphia,Daily,Donut,58.01
826,Jerry,Male,Stamford,Monthly,Donut,25.04
836,Brian,Male,Stamford,Weekly,Donut,54.18
838,Eugene,Male,Philadelphia,Once,Ice Cream,12.26
840,Victor,Male,Philadelphia,Often,Donut,1.26
847,James,Male,New York,Weekly,Ice Cream,15.69
848,Eugene,Male,Stamford,Once,Ice Cream,84.98
852,Randy,Male,Stamford,Weekly,Ice Cream,67.85
853,Douglas,Male,Stamford,Never,Sushi,62.3
864,Ronald,Male,Philadelphia,Weekly,Sushi,7.83
866,Steven,Male,New York,Daily,Donut,64.09
874,George,Male,New York,Weekly,Ice Cream,28.08
876,Larry,Male,New York,Once,Donut,60.08
882,Frank,Male,Philadelphia,Daily,Donut,19.79
885,Henry,Male,Philadelphia,Seldom,Donut,22.08
887,Donald,Male,Philadelphia,Once,Sushi,85.98
894,John,Male,Philadelphia,Once,Donut,5.12
895,Harold,Male,New York,Weekly,Sushi,83.07
901,James,Male,Philadelphia,Monthly,Donut,50.72
905,Paul,Male,Stamford,Never,Sushi,54.04
908,Joe,Male,Philadelphia,Monthly,Ice Cream,85.12
909,Benjamin,Male,New York,Seldom,Ice Cream,86.67
914,Willie,Male,New York,Often,Sushi,9.31
917,Steve,Male,New York,Daily,Sushi,83.07
922,Patrick,Male,Philadelphia,Once,Ice Cream,24.54
923,Mark,Male,Philadelphia,Never,Ice Cream,80.02
927,Jason,Male,Philadelphia,Yearly,Ice Cream,47.26
928,Alan,Male,New York,Yearly,Donut,47.74
930,Jack,Male,Stamford,Monthly,Ice Cream,74.36
934,Fred,Male,Stamford,Once,Donut,19.1
945,Sean,Male,Philadelphia,Often,Sushi,64.6
946,Harry,Male,New York,Never,Sushi,70.37
954,Scott,Male,Philadelphia,Daily,Ice Cream,6.73
956,Jonathan,Male,New York,Once,Ice Cream,45.8
964,Earl,Male,New York,Once,Ice Cream,97.41
968,Carl,Male,Philadelphia,Once,Ice Cream,47.13
973,Wayne,Male,Stamford,Once,Ice Cream,14.13
977,Jesse,Male,Philadelphia,Never,Ice Cream,95.69
978,John,Male,New York,Yearly,Sushi,70.78
979,Charles,Male,Stamford,Weekly,Donut,64.28
982,Keith,Male,New York,Daily,Donut,65.19
985,Jimmy,Male,Stamford,Never,Ice Cream,35.74
992,Anthony,Male,Stamford,Yearly,Ice Cream,8.72
994,Mark,Male,Philadelphia,Seldom,Donut,13.79
997,Albert,Male,Philadelphia,Daily,Sushi,72.88
