CustomerID,FirstName,Gender,City,Frequency,Item,Spend
599,Jeffrey,Male,Stamford,Weekly,Donut,95.44
862,Martha,Female,Stamford,Once,Sushi,95.43
957,Frances,Female,Philadelphia,Weekly,Donut,95.32
185,Jane,Female,New York,Often,Sushi,95.07
253,Aaron,Male,Stamford,Never,Burrito,95.07
883,Doris,Female,Philadelphia,Often,Burrito,95.04
128,Alice,Female,Stamford,Seldom,Burrito,94.99
849,Jean,Female,Philadelphia,Never,Donut,94.91
503,Alice,Female,New York,Yearly,Burger,94.23
479,Steve,Male,Stamford,Never,Donut,94.14
88,Julie,Female,Stamford,Often,Chalupa,93.96
204,Albert,Male,New York,Monthly,Sushi,93.85
431,Bruce,Male,New York,Monthly,Sushi,93.82
539,Nicholas,Male,Stamford,Seldom,Sushi,93.52
926,Ernest,Male,New York,Monthly,Chalupa,93.44
609,Jimmy,Male,Philadelphia,Never,Burrito,93.27
154,Joshua,Male,Stamford,Monthly,Chalupa,93.25
626,Phyllis,Female,New York,Weekly,Burger,93.25
44,George,Male,Philadelphia,Often,Donut,93.12
187,Teresa,Female,Stamford,Monthly,Chalupa,93.08
6,Charles,Male,Stamford,Monthly,Sushi,93.03
788,Sandra,Female,New York,Seldom,Chalupa,92.98
86,Carolyn,Female,Philadelphia,Seldom,Chalupa,92.59
272,Johnny,Male,Philadelphia,Daily,Chalupa,92.25
775,Sara,Female,New York,Seldom,Burrito,92.25
918,Kimberly,Female,Philadelphia,Daily,Donut,92.25
898,Catherine,Female,Philadelphia,Never,Burrito,92.2
987,Ann,Female,Stamford,Yearly,Chalupa,92.16
78,Karen,Female,New York,Never,Burrito,91.77
161,Theresa,Female,Stamford,Weekly,Donut,91.75
45,Nancy,Female,New York,Never,Ice Cream,91.69
52,Cheryl,Female,Philadelphia,Daily,Burrito,91.58
821,Sandra,Female,New York,Often,Ice Cream,91.5
413,Sean,Male,New York,Weekly,Burrito,91.48
841,Kelly,Female,Stamford,Weekly,Sushi,91.33
316,Steve,Male,Stamford,Never,Burrito,91.27
741,Mark,Male,Philadelphia,Seldom,Sushi,91.26
326,Keith,Male,Philadelphia,Daily,Donut,91.19
863,Amanda,Female,Philadelphia,Daily,Burger,91.12
441,Alice,Female,New York,Weekly,Burger,91.1
98,Irene,Female,Philadelphia,Monthly,Chalupa,90.69
26,Carol,Female,Philadelphia,Daily,Burger,90.66
993,Raymond,Male,New York,Never,Burger,90.32
141,Sean,Male,Stamford,Seldom,Burger,89.99
137,Aaron,Male,Philadelphia,Weekly,Ice Cream,89.85
471,Jesse,Male,Philadelphia,Once,Donut,89.62
96,Gloria,Female,Philadelphia,Monthly,Burger,89.52
816,Christopher,Male,New York,Daily,Burrito,89.34
285,Juan,Male,Philadelphia,Never,Burrito,89.28
650,Evelyn,Female,Philadelphia,Once,Sushi,88.77
910,Jose,Male,Stamford,Monthly,Chalupa,88.75
260,Victor,Male,Stamford,Never,Sushi,88.56
536,Steven,Male,Philadelphia,Seldom,Ice Cream,88.51
616,Amanda,Female,Stamford,Weekly,Donut,88.18
392,Ronald,Male,New York,Often,Ice Cream,88.15
153,Janice,Female,Stamford,Once,Donut,88.14
715,Jessica,Female,Philadelphia,Weekly,Ice Cream,88.14
966,William,Male,Stamford,Often,Burrito,88.14
555,Charles,Male,Stamford,Once,Burger,88.05
400,Lori,Female,New York,Monthly,Chalupa,87.86
224,Annie,Female,New York,Daily,Ice Cream,87.85
703,Cheryl,Female,New York,Seldom,Sushi,87.7
712,Johnny,Male,Stamford,Never,Burrito,87.34
631,Tina,Female,New York,Daily,Burger,87.3
679,Jeremy,Male,Stamford,Weekly,Sushi,87.09
123,Judith,Female,Stamford,Daily,Sushi,86.94
425,Jerry,Male,New York,Once,Sushi,86.86
842,William,Male,Philadelphia,Never,Chalupa,86.82
210,Joshua,Male,New York,Often,Donut,86.7
209,Cynthia,Female,Philadelphia,Weekly,Donut,86.67
909,Benjamin,Male,New York,Seldom,Ice Cream,86.67
433,Ronald,Male,Philadelphia,Once,Ice Cream,86.66
556,Diana,Female,Philadelphia,Once,Sushi,86.45
538,Steve,Male,Stamford,Weekly,Sushi,86.43
745,Carl,Male,New York,Weekly,Ice Cream,86.08
534,Joshua,Male,New York,Often,Ice Cream,86.01
887,Donald,Male,Philadelphia,Once,Sushi,85.98
750,Rose,Female,New York,Weekly,Donut,85.93
193,Gary,Male,Philadelphia,Daily,Chalupa,85.87
859,Stephanie,Female,Philadelphia,Often,Sushi,85.87
654,Justin,Male,Stamford,Never,Donut,85.6
687,Jennifer,Female,Philadelphia,Yearly,Donut,85.51
755,Melissa,Female,Philadelphia,Seldom,Sushi,85.37
282,Andrea,Female,Philadelphia,Yearly,Chalupa,85.36
955,Dennis,Male,Stamford,Often,Burger,85.25
908,Joe,Male,Philadelphia,Monthly,Ice Cream,85.12
560,Rebecca,Female,Philadelphia,Often,Burrito,85.08
415,Jennifer,Female,Stamford,Yearly,Burger,85.06
848,Eugene,Male,Stamford,Once,Ice Cream,84.98
790,Benjamin,Male,New York,Daily,Donut,84.85
640,Justin,Male,New York,Seldom,Burrito,84.74
822,Wayne,Male,New York,Daily,Burger,84.74
586,Cheryl,Female,Stamford,Monthly,Burger,84.7
843,Dorothy,Female,Philadelphia,Weekly,Sushi,84.27
262,Joan,Female,Philadelphia,Often,Burger,84.16
109,Douglas,Male,Philadelphia,Never,Ice Cream,84.09
576,Christina,Female,Philadelphia,Never,Burger,84.04
674,Victor,Male,New York,Seldom,Burger,83.84
888,Pamela,Female,Stamford,Seldom,Burrito,83.83
344,Marie,Female,Philadelphia,Seldom,Burger,83.76
271,Martha,Female,Philadelphia,Once,Donut,83.62
15,Henry,Male,Stamford,Often,Donut,83.61
996,Donna,Female,New York,Monthly,Sushi,83.53
331,Shirley,Female,Philadelphia,Seldom,Burrito,83.33
867,Ann,Female,Philadelphia,Once,Ice Cream,83.3
690,Robin,Female,New York,Daily,Burrito,83.29
386,Alice,Female,Stamford,Yearly,Sushi,83.28
890,Mildred,Female,Philadelphia,Monthly,Burger,83.15
895,Harold,Male,New York,Weekly,Sushi,83.07
917,Steve,Male,New York,Daily,Sushi,83.07
565,Christine,Female,Philadelphia,Daily,Sushi,82.95
710,Kenneth,Male,New York,Yearly,Donut,82.76
66,Paul,Male,Philadelphia,Weekly,Ice Cream,82.57
451,Christine,Female,Stamford,Never,Burrito,82.37
148,Jane,Female,Philadelphia,Yearly,Chalupa,82.27
827,Sandra,Female,Stamford,Monthly,Donut,82.25
179,Deborah,Female,Stamford,Yearly,Chalupa,82.11
195,Annie,Female,New York,Often,Sushi,82.09
846,Lillian,Female,Philadelphia,Seldom,Sushi,82.09
395,Diane,Female,New York,Monthly,Donut,82.05
377,Julie,Female,New York,Often,Burger,82
639,Clarence,Male,Stamford,Once,Sushi,81.94
484,Teresa,Female,Stamford,Seldom,Chalupa,81.63
921,Janice,Female,Philadelphia,Seldom,Donut,81.56
512,Heather,Female,Stamford,Yearly,Sushi,81.48
36,Gregory,Male,New York,Weekly,Chalupa,81.43
851,Jennifer,Female,New York,Once,Sushi,81.4
493,Jack,Male,Philadelphia,Often,Ice Cream,81.38
75,William,Male,Stamford,Daily,Burrito,81.2
544,Doris,Female,Stamford,Weekly,Burrito,81.18
355,Julia,Female,Philadelphia,Often,Chalupa,81.06
564,Amanda,Female,Stamford,Weekly,Chalupa,80.97
543,Jason,Male,Stamford,Weekly,Donut,80.88
572,Richard,Male,New York,Monthly,Burger,80.64
615,Roger,Male,Philadelphia,Once,Chalupa,80.59
102,Ruby,Female,Stamford,Daily,Burrito,80.49
990,Timothy,Male,Stamford,Daily,Burrito,80.38
668,James,Male,New York,Seldom,Burger,80.37
369,Catherine,Female,Philadelphia,Once,Ice Cream,80.25
923,Mark,Male,Philadelphia,Never,Ice Cream,80.02
506,Susan,Female,Stamford,Yearly,Chalupa,79.99
814,Laura,Female,New York,Monthly,Donut,79.98
746,Louis,Male,Philadelphia,Weekly,Chalupa,79.97
547,Brian,Male,New York,Weekly,Ice Cream,79.95
134,Christopher,Male,New York,Monthly,Donut,79.7
614,Mark,Male,Stamford,Seldom,Donut,79.58
531,Marie,Female,Philadelphia,Seldom,Ice Cream,79.52
387,Harry,Male,Stamford,Weekly,Burger,79.48
844,Lori,Female,Philadelphia,Daily,Ice Cream,79.18
591,Kathy,Female,Philadelphia,Never,Donut,79.15
501,Beverly,Female,Stamford,Once,Ice Cream,79.12
147,Steven,Male,Philadelphia,Weekly,Burrito,78.95
276,Billy,Male,Stamford,Yearly,Burger,78.79
39,Christine,Female,Philadelphia,Monthly,Sushi,78.71
575,Nicholas,Male,New York,Never,Donut,78.71
552,Patricia,Female,Stamford,Once,Ice Cream,78.66
748,Kelly,Female,Philadelphia,Monthly,Chalupa,78.65
177,Dorothy,Female,Stamford,Seldom,Ice Cream,78.62
784,Stephanie,Female,Stamford,Daily,Ice Cream,78.24
517,Karen,Female,Philadelphia,Never,Burrito,78.05
818,Catherine,Female,Philadelphia,Often,Burger,77.93
660,Elizabeth,Female,Stamford,Daily,Donut,77.71
28,Stephanie,Female,New York,Weekly,Ice Cream,77.7
953,Denise,Female,Stamford,Never,Ice Cream,77.66
103,Sharon,Female,Philadelphia,Once,Ice Cream,77.6
896,Paula,Female,Stamford,Weekly,Donut,77.52
223,Paul,Male,Philadelphia,Monthly,Donut,77.5
526,Charles,Male,New York,Yearly,Chalupa,77.3
731,Mildred,Female,Philadelphia,Daily,Ice Cream,77.24
587,Joe,Male,Philadelphia,Weekly,Donut,77.15
322,Peter,Male,New York,Once,Burger,77.03
458,Justin,Male,Philadelphia,Often,Donut,76.91
649,Judy,Female,New York,Weekly,Sushi,76.76
139,Joe,Male,Stamford,Yearly,Burger,76.6
29,Sarah,Female,New York,Often,Sushi,76.44
684,Tina,Female,Stamford,Yearly,Burrito,76.32
563,Carlos,Male,Stamford,Weekly,Burger,76.19
897,Craig,Male,Philadelphia,Weekly,Burger,75.59
74,Tammy,Female,Stamford,Daily,Burger,75.51
502,Louise,Female,Stamford,Monthly,Donut,75.39
733,Patricia,Female,New York,Seldom,Burrito,75.29
111,Theresa,Female,Philadelphia,Never,Sushi,75.12
432,Daniel,Male,Stamford,Daily,Donut,75.04
751,Theresa,Female,Stamford,Seldom,Burger,74.88
124,Sharon,Female,New York,Yearly,Sushi,74.85
269,Louis,Male,Stamford,Yearly,Burrito,74.79
754,Lois,Female,New York,Daily,Sushi,74.72
789,Brandon,Male,New York,Daily,Burger,74.68
58,Nancy,Female,Stamford,Yearly,Burger,74.66
175,Ruby,Female,New York,Daily,Donut,74.6
375,Annie,Female,Philadelphia,Weekly,Sushi,74.56
683,Sean,Male,New York,Monthly,Sushi,74.45
930,Jack,Male,Stamford,Monthly,Ice Cream,74.36
250,Kathleen,Female,New York,Seldom,Ice Cream,74.27
677,Kelly,Female,New York,Monthly,Burrito,73.89
374,Frank,Male,New York,Seldom,Burrito,73.88
408,Richard,Male,Philadelphia,Often,Burger,73.84
476,Lois,Female,Stamford,Seldom,Donut,73.84
472,Jean,Female,New York,Weekly,Chalupa,73.77
279,Patricia,Female,New York,Weekly,Donut,73.75
288,Jessica,Female,Stamford,Daily,Sushi,73.69
403,Terry,Male,New York,Often,Burrito,73.64
558,Jimmy,Male,New York,Monthly,Burrito,73.58
43,Sharon,Female,Stamford,Often,Chalupa,73.16
230,Terry,Male,Stamford,Monthly,Chalupa,73.07
865,Paul,Male,Philadelphia,Monthly,Chalupa,73.05
997,Albert,Male,Philadelphia,Daily,Sushi,72.88
273,Martin,Male,Philadelphia,Weekly,Sushi,72.87
304,Diane,Female,Stamford,Often,Ice Cream,72.78
313,Kimberly,Female,Stamford,Once,Burger,72.69
390,Eugene,Male,Philadelphia,Monthly,Ice Cream,72.67
812,Billy,Male,Stamford,Often,Chalupa,72.66
20,Bonnie,Female,Philadelphia,Never,Donut,72.63
174,Shawn,Male,Philadelphia,Yearly,Ice Cream,72.6
607,Jason,Male,New York,Monthly,Burger,72.54
667,Phyllis,Female,New York,Seldom,Ice Cream,72.5
929,Sean,Male,Stamford,Weekly,Burrito,72.27
621,Raymond,Male,Philadelphia,Often,Ice Cream,72.18
693,Benjamin,Male,New York,Seldom,Sushi,72.03
146,Ralph,Male,Stamford,Monthly,Burrito,71.85
12,Rachel,Female,Philadelphia,Seldom,Sushi,71.68
618,Bonnie,Female,Philadelphia,Never,Ice Cream,71.49
65,Paula,Female,New York,Seldom,Donut,71.18
334,Catherine,Female,Stamford,Often,Burrito,71.03
978,John,Male,New York,Yearly,Sushi,70.78
118,Wayne,Male,Philadelphia,Never,Sushi,70.54
877,Harry,Male,New York,Monthly,Chalupa,70.54
567,Ashley,Female,New York,Monthly,Chalupa,70.51
85,Carolyn,Female,New York,Yearly,Ice Cream,70.45
946,Harry,Male,New York,Never,Sushi,70.37
771,Johnny,Male,Stamford,Often,Donut,70.28
227,Melissa,Female,Philadelphia,Daily,Donut,70.27
656,Pamela,Female,New York,Yearly,Burrito,70.24
986,Ernest,Male,New York,Weekly,Burrito,70.17
622,Diane,Female,Stamford,Once,Donut,70.1
804,Jeffrey,Male,Philadelphia,Monthly,Donut,70.09
364,Arthur,Male,New York,Once,Burger,70.08
960,Joseph,Male,New York,Often,Chalupa,70.07
293,Ruby,Female,New York,Monthly,Donut,70.03
252,Benjamin,Male,Stamford,Daily,Chalupa,69.99
989,Louise,Female,Stamford,Yearly,Burger,69.8
557,Alan,Male,New York,Weekly,Burger,69.69
72,Phillip,Male,Stamford,Never,Chalupa,69.59
763,Lawrence,Male,Philadelphia,Monthly,Burger,69.43
758,Lori,Female,Stamford,Yearly,Donut,69.4
490,Johnny,Male,Stamford,Daily,Burger,69.33
760,Tammy,Female,New York,Never,Sushi,69.33
912,Elizabeth,Female,New York,Often,Donut,69.32
409,Fred,Male,New York,Daily,Ice Cream,69.17
152,Kevin,Male,Stamford,Once,Sushi,69.11
886,Jacqueline,Female,Stamford,Often,Donut,69.1
891,Jeffrey,Male,Philadelphia,Never,Burrito,68.99
527,Sharon,Female,Philadelphia,Yearly,Donut,68.97
497,Linda,Female,Stamford,Monthly,Chalupa,68.9
528,Alan,Male,Stamford,Often,Ice Cream,68.9
412,Richard,Male,New York,Daily,Burger,68.83
354,Jose,Male,Stamford,Often,Donut,68.4
215,Roger,Male,Stamford,Yearly,Ice Cream,68.28
696,Emily,Female,New York,Never,Burrito,68.28
77,William,Male,Philadelphia,Daily,Sushi,68.14
214,Mary,Female,Philadelphia,Often,Donut,68.03
64,Jeffrey,Male,Stamford,Once,Sushi,68.02
423,Phyllis,Female,Stamford,Monthly,Burrito,67.94
470,Samuel,Male,Stamford,Often,Chalupa,67.92
785,Willie,Male,Philadelphia,Monthly,Ice Cream,67.89
852,Randy,Male,Stamford,Weekly,Ice Cream,67.85
854,Helen,Female,Stamford,Weekly,Donut,67.68
249,Willie,Male,Stamford,Weekly,Sushi,67.67
805,Rebecca,Female,New York,Weekly,Sushi,67.63
813,Mary,Female,New York,Daily,Burrito,67.56
33,Ruby,Female,Stamford,Once,Burrito,67.36
967,Carl,Male,Philadelphia,Daily,Burrito,67.2
585,Kathryn,Female,Stamford,Weekly,Sushi,67.08
562,Jack,Male,New York,Weekly,Chalupa,67.02
550,Frank,Male,Stamford,Seldom,Burger,66.93
740,Jose,Male,Philadelphia,Often,Sushi,66.93
235,Jose,Male,Philadelphia,Daily,Ice Cream,66.66
222,Jessica,Female,Philadelphia,Never,Burger,66.53
56,Ronald,Male,Stamford,Daily,Burrito,66.44
700,Joyce,Female,Philadelphia,Never,Burger,66.27
306,Lisa,Female,Philadelphia,Seldom,Ice Cream,66.25
486,Craig,Male,New York,Once,Donut,66.17
637,Paula,Female,Stamford,Often,Chalupa,66.13
277,Joan,Female,Philadelphia,Daily,Sushi,66.1
491,Lois,Female,Philadelphia,Never,Donut,66.09
730,Wanda,Female,Philadelphia,Once,Burger,66.01
767,James,Male,Philadelphia,Daily,Burger,65.89
94,Linda,Female,Stamford,Once,Ice Cream,65.72
988,Jesse,Male,Stamford,Once,Burger,65.7
414,Bobby,Male,Philadelphia,Weekly,Burrito,65.68
268,Jean,Female,Philadelphia,Monthly,Chalupa,65.53
915,Ruby,Female,Stamford,Daily,Sushi,65.52
192,Carl,Male,New York,Once,Donut,65.49
872,Wayne,Male,New York,Yearly,Burrito,65.45
379,Anna,Female,Philadelphia,Never,Burrito,65.36
406,Debra,Female,Philadelphia,Never,Ice Cream,65.26
982,Keith,Male,New York,Daily,Donut,65.19
545,Shirley,Female,Stamford,Never,Burrito,65.09
294,Shirley,Female,Philadelphia,Often,Burrito,64.79
188,Richard,Male,New York,Yearly,Burrito,64.63
904,Lois,Female,New York,Weekly,Donut,64.63
734,Lisa,Female,Philadelphia,Yearly,Burger,64.62
945,Sean,Male,Philadelphia,Often,Sushi,64.6
979,Charles,Male,Stamford,Weekly,Donut,64.28
167,Louise,Female,Philadelphia,Weekly,Ice Cream,64.11
866,Steven,Male,New York,Daily,Donut,64.09
47,Betty,Female,Stamford,Monthly,Burger,63.84
325,Sean,Male,New York,Weekly,Sushi,63.8
780,Michael,Male,Philadelphia,Yearly,Burrito,63.76
259,Ashley,Female,Philadelphia,Yearly,Ice Cream,63.62
651,Sandra,Female,Philadelphia,Seldom,Sushi,63.42
101,Paula,Female,New York,Yearly,Sushi,63.37
787,Denise,Female,New York,Weekly,Ice Cream,63.28
469,Chris,Male,Philadelphia,Never,Sushi,63.22
239,Carol,Female,Stamford,Often,Chalupa,63.19
305,Brian,Male,Philadelphia,Seldom,Donut,63.14
602,Norma,Female,Philadelphia,Seldom,Burrito,63.12
627,Donna,Female,Philadelphia,Seldom,Burger,63
351,Ruth,Female,New York,Yearly,Donut,62.95
442,Cheryl,Female,Philadelphia,Often,Donut,62.89
632,Norma,Female,New York,Often,Burrito,62.7
900,Gloria,Female,New York,Daily,Donut,62.69
356,Debra,Female,Philadelphia,Yearly,Chalupa,62.66
299,Arthur,Male,Stamford,Weekly,Ice Cream,62.63
383,Michelle,Female,New York,Once,Chalupa,62.4
853,Douglas,Male,Stamford,Never,Sushi,62.3
666,Eric,Male,New York,Daily,Burger,62.22
349,Philip,Male,Philadelphia,Never,Ice Cream,62.14
246,Daniel,Male,Stamford,Weekly,Ice Cream,61.76
670,Scott,Male,Philadelphia,Once,Burrito,61.75
445,Jeremy,Male,Philadelphia,Daily,Sushi,61.7
832,James,Male,Philadelphia,Never,Chalupa,61.6
661,Lois,Female,Philadelphia,Weekly,Burrito,61.56
671,Jonathan,Male,New York,Seldom,Burger,61.47
76,Joan,Female,New York,Weekly,Donut,61.25
410,Louise,Female,Philadelphia,Yearly,Sushi,61.22
902,Teresa,Female,New York,Once,Burger,61.08
318,Craig,Male,Stamford,Often,Ice Cream,60.89
37,Kevin,Male,New York,Monthly,Sushi,60.6
62,Todd,Male,New York,Yearly,Chalupa,60.54
876,Larry,Male,New York,Once,Donut,60.08
662,Margaret,Female,New York,Once,Burrito,59.94
749,Joan,Female,Stamford,Weekly,Sushi,59.84
873,Christine,Female,Stamford,Monthly,Ice Cream,59.76
507,Diane,Female,Philadelphia,Daily,Donut,59.69
817,Anthony,Male,New York,Monthly,Ice Cream,59.69
338,Ryan,Male,Philadelphia,Never,Burrito,59.67
35,Stephen,Male,New York,Daily,Ice Cream,59.41
31,Rose,Female,Philadelphia,Weekly,Sushi,59.27
770,Maria,Female,Philadelphia,Seldom,Burger,59.18
372,Jimmy,Male,New York,Once,Burrito,59.11
919,Russell,Male,Stamford,Daily,Burger,59.1
590,Denise,Female,Stamford,Never,Donut,59.04
397,George,Male,New York,Weekly,Donut,58.96
981,Daniel,Male,New York,Often,Chalupa,58.95
559,Anthony,Male,Philadelphia,Daily,Sushi,58.94
515,Katherine,Female,Philadelphia,Yearly,Burger,58.55
462,Ruth,Female,Stamford,Often,Donut,58.51
629,Juan,Male,Philadelphia,Monthly,Sushi,58.47
122,Rose,Female,Philadelphia,Often,Chalupa,58.41
633,Diana,Female,Philadelphia,Yearly,Chalupa,58.34
399,Peter,Male,Stamford,Often,Ice Cream,58.25
136,Edward,Male,Philadelphia,Daily,Chalupa,58.04
728,Ronald,Male,New York,Weekly,Burrito,58.04
819,Craig,Male,Philadelphia,Daily,Donut,58.01
127,Sara,Female,New York,Weekly,Chalupa,57.81
300,Russell,Male,New York,Monthly,Sushi,57.7
542,Tammy,Female,Philadelphia,Once,Sushi,57.69
312,Margaret,Female,Stamford,Often,Burrito,57.56
855,Rebecca,Female,New York,Yearly,Chalupa,57.43
695,Gerald,Male,Stamford,Weekly,Burger,57.34
340,Robin,Female,Stamford,Never,Burger,57.3
278,Todd,Male,Stamford,Monthly,Donut,57.29
438,Tammy,Female,Stamford,Weekly,Burger,57.29
652,Robin,Female,Stamford,Daily,Sushi,56.56
972,Kenneth,Male,Stamford,Often,Burger,56.41
314,Carol,Female,Philadelphia,Once,Chalupa,56.19
125,Bruce,Male,New York,Daily,Sushi,56.14
658,Sandra,Female,New York,Never,Donut,56.07
55,Elizabeth,Female,Stamford,Once,Burrito,56.01
925,Patricia,Female,Stamford,Monthly,Sushi,55.78
774,Douglas,Male,New York,Once,Donut,55.7
144,Sara,Female,Stamford,Seldom,Burrito,55.67
561,Laura,Female,Stamford,Yearly,Donut,55.62
283,Phillip,Male,Philadelphia,Weekly,Burrito,55.48
126,Jose,Male,New York,Once,Ice Cream,55.47
200,Brian,Male,New York,Monthly,Ice Cream,55.21
284,Juan,Male,Philadelphia,Once,Burrito,55.17
156,Judith,Female,Philadelphia,Often,Ice Cream,55.15
701,Katherine,Female,Philadelphia,Monthly,Chalupa,55.09
850,Earl,Male,New York,Yearly,Burrito,55.09
265,Jean,Female,New York,Often,Ice Cream,55.03
57,Lawrence,Male,Philadelphia,Often,Burrito,54.77
600,Gary,Male,Philadelphia,Yearly,Burrito,54.75
698,Catherine,Female,New York,Weekly,Ice Cream,54.52
60,Martin,Male,Stamford,Daily,Donut,54.38
99,William,Male,Philadelphia,Once,Ice Cream,54.34
799,Amanda,Female,New York,Once,Donut,54.34
836,Brian,Male,Stamford,Weekly,Donut,54.18
131,Jane,Female,Stamford,Yearly,Sushi,54.15
132,Samuel,Male,Stamford,Weekly,Burrito,54.13
291,Marie,Female,Stamford,Yearly,Burrito,54.06
905,Paul,Male,Stamford,Never,Sushi,54.04
352,Kelly,Female,New York,Daily,Ice Cream,54.01
466,John,Male,Philadelphia,Weekly,Sushi,53.97
163,Wayne,Male,Stamford,Yearly,Burger,53.82
717,Arthur,Male,New York,Often,Burrito,53.77
729,Peter,Male,New York,Never,Chalupa,53.69
478,Douglas,Male,New York,Seldom,Sushi,53.45
569,Doris,Female,Philadelphia,Yearly,Chalupa,53.45
582,Deborah,Female,Philadelphia,Yearly,Chalupa,53.4
597,Louise,Female,Philadelphia,Never,Chalupa,53.31
553,Ashley,Female,Stamford,Yearly,Chalupa,53.23
950,Karen,Female,Stamford,Monthly,Burger,53.14
732,Denise,Female,Philadelphia,Seldom,Donut,53.05
644,Maria,Female,Philadelphia,Never,Sushi,52.7
348,Tina,Female,Stamford,Monthly,Sushi,52.61
437,Sara,Female,Philadelphia,Daily,Burrito,52.58
697,Michelle,Female,Philadelphia,Once,Burger,52.53
289,Ernest,Male,Philadelphia,Never,Chalupa,52.48
275,Shirley,Female,New York,Monthly,Donut,52.47
439,Judith,Female,Philadelphia,Once,Burrito,52.38
487,Samuel,Male,New York,Once,Burger,52.19
243,Sarah,Female,Philadelphia,Yearly,Chalupa,52.13
320,Shawn,Male,Stamford,Seldom,Chalupa,51.63
611,Sharon,Female,New York,Weekly,Sushi,51.59
646,Judith,Female,New York,Monthly,Ice Cream,51.51
554,Edward,Male,New York,Never,Sushi,51.5
207,Aaron,Male,Philadelphia,Once,Chalupa,51.43
428,Christopher,Male,Philadelphia,Once,Sushi,51.33
533,Karen,Female,Philadelphia,Daily,Sushi,50.73
901,James,Male,Philadelphia,Monthly,Donut,50.72
604,Catherine,Female,Philadelphia,Seldom,Chalupa,50.68
573,Marie,Female,Stamford,Yearly,Donut,50.64
263,Roger,Male,New York,Once,Burger,50.61
594,Andrea,Female,Stamford,Never,Donut,50.6
104,Stephanie,Female,Philadelphia,Yearly,Burrito,50.39
117,Amy,Female,Philadelphia,Daily,Burrito,50.39
943,Carol,Female,Philadelphia,Monthly,Donut,50.25
71,Fred,Male,Stamford,Once,Sushi,50.16
869,Diane,Female,Stamford,Often,Chalupa,50.14
776,Alice,Female,Philadelphia,Yearly,Sushi,50.08
63,Michael,Male,Stamford,Never,Burrito,50.07
726,Thomas,Male,Philadelphia,Seldom,Ice Cream,49.93
824,Patricia,Female,Philadelphia,Daily,Burger,49.9
323,Elizabeth,Female,New York,Daily,Burger,49.75
725,Peter,Male,New York,Daily,Ice Cream,49.64
653,Melissa,Female,Philadelphia,Often,Burger,49.52
782,Mark,Male,New York,Once,Sushi,49.46
40,Alice,Female,New York,Daily,Burger,49.32
319,William,Male,New York,Daily,Sushi,49.18
93,Nicholas,Male,Philadelphia,Seldom,Burger,49.02
162,Janice,Female,New York,Once,Ice Cream,48.88
