CustomerID,FirstName,Gender,City,Frequency,Item,Spend
626,Phyllis,Female,New York,Weekly,Burger,93.25
636,Amy,Female,New York,Weekly,Sushi,19.25
649,Judy,Female,New York,Weekly,Sushi,76.76
661,Lois,Female,Philadelphia,Weekly,Burrito,61.56
679,Jeremy,Male,Stamford,Weekly,Sushi,87.09
682,Debra,Female,New York,Weekly,Burrito,2.86
695,Gerald,Male,Stamford,Weekly,Burger,57.34
698,Catherine,Female,New York,Weekly,Ice Cream,54.52
705,Linda,Female,Stamford,Weekly,Burger,46.48
713,Ashley,Female,Philadelphia,Weekly,Sushi,46.65
714,Howard,Male,Philadelphia,Weekly,Burrito,31.28
715,Jessica,Female,Philadelphia,Weekly,Ice Cream,88.14
728,Ronald,Male,New York,Weekly,Burrito,58.04
736,Russell,Male,New York,Weekly,Chalupa,14.75
744,Robin,Female,Stamford,Weekly,Burrito,18.41
745,Carl,Male,New York,Weekly,Ice Cream,86.08
746,Louis,Male,Philadelphia,Weekly,Chalupa,79.97
749,Joan,Female,Stamford,Weekly,Sushi,59.84
750,Rose,Female,New York,Weekly,Donut,85.93
759,Anthony,Male,New York,Weekly,Donut,15.48
777,Victor,Male,Philadelphia,Weekly,Sushi,29.96
787,Denise,Female,New York,Weekly,Ice Cream,63.28
803,Catherine,Female,Stamford,Weekly,Donut,30.24
805,Rebecca,Female,New York,Weekly,Sushi,67.63
830,Randy,Male,Philadelphia,Weekly,Burger,11.08
833,Lori,Female,Stamford,Weekly,Ice Cream,18.14
836,Brian,Male,Stamford,Weekly,Donut,54.18
841,Kelly,Female,Stamford,Weekly,Sushi,91.33
843,Dorothy,Female,Philadelphia,Weekly,Sushi,84.27
847,James,Male,New York,Weekly,Ice Cream,15.69
852,Randy,Male,Stamford,Weekly,Ice Cream,67.85
854,Helen,Female,Stamford,Weekly,Donut,67.68
856,Heather,Female,New York,Weekly,Burrito,11.53
864,Ronald,Male,Philadelphia,Weekly,Sushi,7.83
870,Irene,Female,Stamford,Weekly,Burger,18.31
874,George,Male,New York,Weekly,Ice Cream,28.08
879,Kathleen,Female,Philadelphia,Weekly,Burger,25.41
889,Kimberly,Female,Philadelphia,Weekly,Burger,6.59
895,Harold,Male,New York,Weekly,Sushi,83.07
896,Paula,Female,Stamford,Weekly,Donut,77.52
897,Craig,Male,Philadelphia,Weekly,Burger,75.59
904,Lois,Female,New York,Weekly,Donut,64.63
916,Anthony,Male,New York,Weekly,Burrito,37.05
929,Sean,Male,Stamford,Weekly,Burrito,72.27
932,Denise,Female,Philadelphia,Weekly,Ice Cream,16.87
933,Wanda,Female,Stamford,Weekly,Ice Cream,20.05
940,Lori,Female,Stamford,Weekly,Donut,40.31
957,Frances,Female,Philadelphia,Weekly,Donut,95.32
975,Antonio,Male,Philadelphia,Weekly,Burrito,40.01
979,Charles,Male,Stamford,Weekly,Donut,64.28
986,Ernest,Male,New York,Weekly,Burrito,70.17
998,Jean,Female,Stamford,Weekly,Donut,5.85
